EMSR,AOI,folder,folderPath,activationDate,interval_startDate,interval_endDate,post_fire_acquisition,GRA,DEL,FEP,left_Long,bottom_Lat,right_Long,top_Lat,centerBoxLong,centerBoxLat,resolution_x,resolution_y,height,width,pixelBurned,country,koppen_group,koppen_subgroup
EMSR247,AOI01,optimal,dataOptimal/EMSR247/AOI01/EMSR247_AOI01_01,2017-09-25T00:00:00.000,2017-10-06T10:00:00Z,2017-10-08T10:00:00Z,2017/10/07_08:05:51,1,1,0,43.406973761602444,41.79924615728769,43.50143312952941,41.85180029918682,43.45420344556593,41.82552322823726,0.00011881681500247,-9.236228804768e-05,569,795,85491,Georgia,D,Dfb
EMSR248,AOI01,optimal,dataOptimal/EMSR248/AOI01/EMSR248_AOI01_01,2017-09-04T00:00:00.000,2017-08-07T10:00:00Z,2017-08-12T10:00:00Z,2017/08/08_11:25:10,1,1,0,-6.179207252439578,41.57879777534571,-6.023811860155327,41.64444763930981,-6.101509556297452,41.61162270732776,0.00012235857660177,-8.492867265731e-05,773,1270,294106,Spain,C,Csb
EMSR248,AOI01,colomba,dataColomba/EMSR248/AOI01/EMSR248_AOI01_01,2017-09-04T00:00:00.000,2017-08-02T10:00:00Z,2017-08-04T10:00:00Z,2017/08/03_11:28:50,1,1,0,-6.194413801541679,41.567085277932,-6.008438815990063,41.65949003798675,-6.1014263087658716,41.613287657959376,0.00012275576604067,-8.571870134949e-05,1078,1515,290456,Spain,C,Csb
EMSR248,AOI02,optimal,dataOptimal/EMSR248/AOI02/EMSR248_AOI02_01,2017-09-04T00:00:00.000,2017-09-15T10:00:00Z,2017-09-22T10:00:00Z,2017/09/19_11:18:08,1,1,0,-6.456420243313325,41.2773513196261,-6.3425579427946115,41.39340931189035,-6.399489093053967,41.33538031575823,0.00012457582113645,-8.812300095995e-05,1317,914,242983,Spain,C,Csa
EMSR248,AOI03,optimal,dataOptimal/EMSR248/AOI03/EMSR248_AOI03_01,2017-09-04T00:00:00.000,2017-09-03T10:00:00Z,2017-09-05T10:00:00Z,2017/09/04_11:18:25,1,1,0,-5.635518987258824,40.420918106662945,-5.51182122395536,40.48474932426505,-5.573670105607093,40.452833715463996,0.00011560538626492,-9.414633864618e-05,678,1070,199435,Spain,C,Csb
EMSR248,AOI04,optimal,dataOptimal/EMSR248/AOI04/EMSR248_AOI04_01,2017-09-04T00:00:00.000,2017-09-01T10:00:00Z,2017-09-09T10:00:00Z,2017/09/04_11:18:25,1,1,0,-5.086978448097629,40.35755046745352,-4.926170619506023,40.41027887133506,-5.006574533801826,40.38391466939429,0.00011669653743948,-9.517762433491e-05,554,1378,154236,Spain,C,Csb
EMSR248,AOI04,colomba,dataColomba/EMSR248/AOI04/EMSR248_AOI04_01,2017-09-04T00:00:00.000,2017-08-19T10:00:00Z,2017-08-21T10:00:00Z,2017/08/20_11:12:20,1,1,0,-5.091515526118607,40.35152337820654,-5.017084474027635,40.411137137520136,-5.054300000073121,40.38133025786333,0.00011504026598296,-9.213873155116e-05,647,647,60668,Spain,C,Csb
EMSR250,AOI01,optimal,dataOptimal/EMSR250/AOI01/EMSR250_AOI01_03,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-9.074189178177233,39.89946382699004,-8.942221616586753,40.02992490956694,-9.008205397381994,39.96469436827849,0.00011709632794186,-9.009743271885e-05,1448,1127,17250,Portugal,C,Csb
EMSR250,AOI01,optimal,dataOptimal/EMSR250/AOI01/EMSR250_AOI01_01,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-9.074189178177233,39.638541661836264,-8.942221616586753,39.76900274441316,-9.008205397381994,39.70377220312471,0.00011668219415604,-9.009743271885e-05,1448,1131,535047,Portugal,C,Csb
EMSR250,AOI01,optimal,dataOptimal/EMSR250/AOI01/EMSR250_AOI01_06,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-8.942221616586753,39.89946382699004,-8.810254054996275,40.02992490956694,-8.876237835791514,39.96469436827849,0.00011730449919154,-8.997316039786e-05,1450,1125,605493,Portugal,C,Csb
EMSR250,AOI01,optimal,dataOptimal/EMSR250/AOI01/EMSR250_AOI01_05,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-8.942221616586753,39.76900274441316,-8.810254054996275,39.89946382699004,-8.876237835791514,39.8342332857016,0.00011709632794186,-8.997316039785e-05,1450,1127,286719,Portugal,C,Csb
EMSR250,AOI01,optimal,dataOptimal/EMSR250/AOI01/EMSR250_AOI01_02,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-9.074189178177233,39.76900274441316,-8.942221616586753,39.89946382699004,-9.008205397381994,39.8342332857016,0.00011688889423426,-9.009743271884e-05,1448,1129,539681,Portugal,C,Csb
EMSR250,AOI01,optimal,dataOptimal/EMSR250/AOI01/EMSR250_AOI01_04,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-8.942221616586753,39.638541661836264,-8.810254054996275,39.76900274441316,-8.876237835791514,39.70377220312471,0.00011688889423426,-9.003525367625e-05,1449,1129,41,Portugal,C,Csb
EMSR250,AOI01,colomba,dataColomba/EMSR250/AOI01/EMSR250_AOI01_03,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-9.1611259830117,39.898333754110745,-8.928033370614767,40.04021621383062,-9.044579676813234,39.969274983970685,0.00011707313530735,-9.014133400246e-05,1574,1991,61542,Portugal,C,Csb
EMSR250,AOI01,colomba,dataColomba/EMSR250/AOI01/EMSR250_AOI01_01,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-9.1611259830117,39.614568834671005,-8.928033370614767,39.75645129439088,-9.044579676813234,39.685510064530945,0.00011654630619847,-9.014133400246e-05,1574,2000,460680,Portugal,C,Csb
EMSR250,AOI01,colomba,dataColomba/EMSR250/AOI01/EMSR250_AOI01_06,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-8.928033370614767,39.898333754110745,-8.69494075821783,40.04021621383062,-8.811487064416298,39.969274983970685,0.00011730881348613,-8.985589595939e-05,1579,1987,567763,Portugal,C,Csb
EMSR250,AOI01,colomba,dataColomba/EMSR250/AOI01/EMSR250_AOI01_05,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-8.928033370614767,39.75645129439088,-8.69494075821783,39.898333754110745,-8.811487064416298,39.82739252425081,0.00011707313530735,-8.985589595938e-05,1579,1991,150711,Portugal,C,Csb
EMSR250,AOI01,colomba,dataColomba/EMSR250/AOI01/EMSR250_AOI01_02,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-9.1611259830117,39.75645129439088,-8.928033370614767,39.898333754110745,-9.044579676813234,39.82739252425081,0.00011683840220398,-9.014133400246e-05,1574,1995,743457,Portugal,C,Csb
EMSR250,AOI01,colomba,dataColomba/EMSR250/AOI01/EMSR250_AOI01_04,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-8.928033370614767,39.614568834671005,-8.69494075821783,39.75645129439088,-8.811487064416298,39.685510064530945,0.00011683840220398,-8.985589595939e-05,1579,1995,0,Portugal,C,Csb
EMSR250,AOI02,optimal,dataOptimal/EMSR250/AOI02/EMSR250_AOI02_03,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-8.853983289221635,40.476565155228705,-8.671457179718544,40.608906526127676,-8.76272023447009,40.54273584067819,0.00011836972081912,-8.984478676101e-05,1473,1542,120021,Portugal,C,Csb
EMSR250,AOI02,optimal,dataOptimal/EMSR250/AOI02/EMSR250_AOI02_02,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-8.853983289221635,40.344223784329735,-8.671457179718544,40.476565155228705,-8.76272023447009,40.41039446977922,0.00011813987670103,-8.984478676101e-05,1473,1545,967222,Portugal,C,Csb
EMSR250,AOI02,optimal,dataOptimal/EMSR250/AOI02/EMSR250_AOI02_04,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-8.671457179718544,40.344223784329735,-8.488931070215456,40.476565155228705,-8.580194124967,40.41039446977922,0.00011836972081912,-8.966217540581e-05,1476,1542,75623,Portugal,C,Csb
EMSR250,AOI02,optimal,dataOptimal/EMSR250/AOI02/EMSR250_AOI02_01,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-8.853983289221635,40.211882413430764,-8.671457179718544,40.344223784329735,-8.76272023447009,40.27805309888025,0.00011791092345161,-8.984478676101e-05,1473,1548,702289,Portugal,C,Csb
EMSR250,AOI02,optimal,dataOptimal/EMSR250/AOI02/EMSR250_AOI02_05,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-8.671457179718544,40.476565155228705,-8.488931070215456,40.608906526127676,-8.580194124967,40.54273584067819,0.00011860046101565,-8.966217540581e-05,1476,1539,455886,Portugal,C,Csb
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_19,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-7.780971617861748,39.811861874018845,-7.585698100951285,39.97887776079229,-7.683334859406516,39.895369817405566,0.00011892418813061,-8.893284705721e-05,1878,1642,482872,Portugal,C,Csa
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_18,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-7.976245134772209,40.646941307886046,-7.780971617861748,40.81395719465949,-7.878608376316978,40.730449251272766,0.00012016831809875,-8.90751396125e-05,1875,1625,0,Portugal,C,Csb
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_22,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-7.780971617861748,40.31290953433917,-7.585698100951285,40.479925421112604,-7.683334859406516,40.39641747772589,0.00011979970362605,-8.888551717586e-05,1879,1630,1195676,Portugal,C,Csb
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_20,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-7.780971617861748,39.97887776079229,-7.585698100951285,40.14589364756573,-7.683334859406516,40.06238570417901,0.00011921460128844,-8.893284705721e-05,1878,1638,309466,Portugal,C,Csb
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_17,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-7.976245134772209,40.479925421112604,-7.780971617861748,40.646941307886046,-7.878608376316978,40.563433364499325,0.00011979970362605,-8.90751396125e-05,1875,1630,683259,Portugal,C,Csa
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_03,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-8.36679216859313,40.14589364756573,-8.17151865168267,40.31290953433917,-8.2691554101379,40.22940159095245,0.00011863518645836,-8.945682205326e-05,1867,1646,777676,Portugal,C,Csa
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_21,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-7.780971617861748,40.14589364756573,-7.585698100951285,40.31290953433917,-7.683334859406516,40.22940159095245,0.00011950643629771,-8.888551717586e-05,1879,1634,394406,Portugal,C,Csa
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_02,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-8.36679216859313,39.97887776079229,-8.17151865168267,40.14589364756573,-8.2691554101379,40.06238570417901,0.00011834758600634,-8.945682205326e-05,1867,1650,55111,Portugal,C,Csb
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_11,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-8.17151865168267,40.479925421112604,-7.976245134772209,40.646941307886046,-8.073881893227439,40.563433364499325,0.00011950643629771,-8.926557283455e-05,1871,1634,907631,Portugal,C,Csa
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_27,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-7.585698100951285,40.14589364756573,-7.390424584040824,40.31290953433917,-7.488061342496055,40.22940159095245,0.00011979970362605,-8.874382931639e-05,1882,1630,378415,Portugal,C,Csa
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_09,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-8.17151865168267,40.14589364756573,-7.976245134772209,40.31290953433917,-8.073881893227439,40.22940159095245,0.00011892418813061,-8.926557283455e-05,1871,1642,1163281,Portugal,C,Csa
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_10,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-8.17151865168267,40.31290953433917,-7.976245134772209,40.479925421112604,-8.073881893227439,40.39641747772589,0.00011921460128844,-8.926557283455e-05,1871,1638,1239535,Portugal,C,Csa
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_15,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-7.976245134772209,40.14589364756573,-7.780971617861748,40.31290953433917,-7.878608376316978,40.22940159095245,0.00011921460128844,-8.90751396125e-05,1875,1638,1949046,Portugal,C,Csb
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_14,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-7.976245134772209,39.97887776079229,-7.780971617861748,40.14589364756573,-7.878608376316978,40.06238570417901,0.00011892418813061,-8.90751396125e-05,1875,1642,1424509,Portugal,C,Csb
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_08,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-8.17151865168267,39.97887776079229,-7.976245134772209,40.14589364756573,-8.073881893227439,40.06238570417901,0.00011863518645836,-8.926557283455e-05,1871,1646,265395,Portugal,C,Csb
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_01,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-8.36679216859313,39.811861874018845,-8.17151865168267,39.97887776079229,-8.2691554101379,39.895369817405566,0.0001180613766085,-8.945682205326e-05,1867,1654,0,Portugal,C,Csa
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_05,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-8.36679216859313,40.479925421112604,-8.17151865168267,40.646941307886046,-8.2691554101379,40.563433364499325,0.00011921460128844,-8.940893296223e-05,1868,1638,149401,Portugal,C,Csb
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_30,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-7.585698100951285,40.646941307886046,-7.390424584040824,40.81395719465949,-7.488061342496055,40.730449251272766,0.00012076284286361,-8.874382931639e-05,1882,1617,474711,Portugal,C,Csb
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_12,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-8.17151865168267,40.646941307886046,-7.976245134772209,40.81395719465949,-8.073881893227439,40.730449251272766,0.00011987324549445,-8.926557283455e-05,1871,1629,607483,Portugal,C,Csb
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_24,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-7.780971617861748,40.646941307886046,-7.585698100951285,40.81395719465949,-7.683334859406516,40.730449251272766,0.00012046484695278,-8.888551717586e-05,1879,1621,0,Portugal,C,Csb
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_04,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-8.36679216859313,40.31290953433917,-8.17151865168267,40.479925421112604,-8.2691554101379,40.39641747772589,0.00011892418813061,-8.940893296222e-05,1868,1642,702666,Portugal,C,Csa
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_13,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-7.976245134772209,39.811861874018845,-7.780971617861748,39.97887776079229,-7.878608376316978,39.895369817405566,0.00011863518645836,-8.90751396125e-05,1875,1646,189567,Portugal,C,Csb
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_06,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-8.36679216859313,40.646941307886046,-8.17151865168267,40.81395719465949,-8.2691554101379,40.730449251272766,0.00011950643629771,-8.940893296223e-05,1868,1634,465621,Portugal,C,Csb
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_28,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-7.585698100951285,40.31290953433917,-7.390424584040824,40.479925421112604,-7.488061342496055,40.39641747772589,0.00012009441384407,-8.874382931638e-05,1882,1626,205917,Portugal,C,Csb
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_23,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-7.780971617861748,40.479925421112604,-7.585698100951285,40.646941307886046,-7.683334859406516,40.563433364499325,0.00012016831809874,-8.888551717586e-05,1879,1625,1185187,Portugal,C,Csa
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_29,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-7.585698100951285,40.479925421112604,-7.390424584040824,40.646941307886046,-7.488061342496055,40.563433364499325,0.00012046484695278,-8.874382931639e-05,1882,1621,642459,Portugal,C,Csa
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_07,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-8.17151865168267,39.811861874018845,-7.976245134772209,39.97887776079229,-8.073881893227439,39.895369817405566,0.00011834758600634,-8.926557283455e-05,1871,1650,1557891,Portugal,C,Csb
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_16,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-7.976245134772209,40.31290953433917,-7.780971617861748,40.479925421112604,-7.878608376316978,40.39641747772589,0.00011950643629771,-8.90751396125e-05,1875,1634,1628562,Portugal,C,Csa
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_26,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-7.585698100951285,39.97887776079229,-7.390424584040824,40.14589364756573,-7.488061342496055,40.06238570417901,0.00011950643629771,-8.874382931639e-05,1882,1634,660210,Portugal,C,Csa
EMSR250,AOI03,optimal,dataOptimal/EMSR250/AOI03/EMSR250_AOI03_25,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-7.585698100951285,39.811861874018845,-7.390424584040824,39.97887776079229,-7.488061342496055,39.895369817405566,0.00011921460128844,-8.874382931639e-05,1882,1638,83762,Portugal,C,Csa
EMSR250,AOI04,optimal,dataOptimal/EMSR250/AOI04/EMSR250_AOI04_01,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-8.466968806301466,41.98418222192903,-8.376243512201889,42.07989375873382,-8.421606159251677,42.032037990331425,0.00012194259959621,-8.961754382471e-05,1068,744,324141,Portugal,C,Csb
EMSR250,AOI04,colomba,dataColomba/EMSR250/AOI04/EMSR250_AOI04_01,2017-10-17T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-8.466968806301466,41.98418222192903,-8.376243512201889,42.07989375873382,-8.421606159251677,42.032037990331425,0.00012194259959621,-8.961754382471e-05,1068,744,324141,Portugal,C,Csb
EMSR252,AOI01,optimal,dataOptimal/EMSR252/AOI01/EMSR252_AOI01_01,2017-09-24T00:00:00.000,2017-10-24T10:00:00Z,2017-10-25T10:00:00Z,2017/10/24_10:21:05,1,1,0,8.984634940000035,42.53211758400005,9.141099801000053,42.59892836700004,9.062867370500044,42.565522975500045,0.00012185736838008,-8.992030013458e-05,743,1284,150419,France,C,Csb
EMSR252,AOI01,colomba,dataColomba/EMSR252/AOI01/EMSR252_AOI01_01,2017-09-24T00:00:00.000,2017-10-23T10:00:00Z,2017-10-25T10:00:00Z,2017/10/24_10:21:05,1,1,0,8.984634940000035,42.53211758400005,9.141099801000053,42.59892836700004,9.062867370500044,42.565522975500045,0.00012185736838008,-8.992030013458e-05,743,1284,150419,France,C,Csb
EMSR253,AOI01,optimal,dataOptimal/EMSR253/AOI01/EMSR253_AOI01_01,2017-10-30T00:00:00.000,2017-10-30T10:00:00Z,2017-11-15T10:00:00Z,2017/11/03_10:27:24,0,1,0,7.435639884000068,45.39106395600004,7.549054992000037,45.45638420900008,7.492347438000053,45.42372408250006,0.00012587692341839,-9.213011706634e-05,709,901,121826,Italy,D,Dfb
EMSR253,AOI02,optimal,dataOptimal/EMSR253/AOI02/EMSR253_AOI02_01,2017-10-30T00:00:00.000,2017-10-31T10:00:00Z,2017-11-02T10:00:00Z,2017/11/01_10:31:44,0,1,0,7.019636144194571,45.13219274334705,7.176850824967324,45.19434110489447,7.098243484580949,45.163266924120755,0.00012557083128814,-9.402172700064e-05,661,1252,424024,Italy,D,Dfb
EMSR253,AOI03,optimal,dataOptimal/EMSR253/AOI03/EMSR253_AOI03_01,2017-10-30T00:00:00.000,2017-10-30T10:00:00Z,2017-11-15T10:00:00Z,2017/11/03_10:27:24,0,1,0,7.288232298000025,45.10463730300006,7.405436743000053,45.17275267400004,7.34683452050004,45.13869498850005,0.00012508478655286,-9.229725067747e-05,738,937,62444,Italy,D,Dfb
EMSR253,AOI04,optimal,dataOptimal/EMSR253/AOI04/EMSR253_AOI04_01,2017-10-30T00:00:00.000,2017-10-30T10:00:00Z,2017-11-15T10:00:00Z,2017/11/03_10:27:24,0,1,0,7.280068168000071,44.94165412700005,7.390655857000071,45.00585164600005,7.33536201250007,44.97375288650005,0.00012467608680947,-9.237053093526e-05,695,887,180204,Italy,C,Cfb
EMSR253,AOI05,optimal,dataOptimal/EMSR253/AOI05/EMSR253_AOI05_01,2017-10-30T00:00:00.000,2017-10-30T10:00:00Z,2017-11-15T10:00:00Z,2017/11/03_10:27:24,0,1,0,7.01055980600006,44.55763292100005,7.121147495000059,44.62225864200008,7.06585365050006,44.58994578150006,0.00012356166368715,-9.271982926833e-05,697,895,22084,Italy,D,Dfb
EMSR253,AOI06,optimal,dataOptimal/EMSR253/AOI06/EMSR253_AOI06_01,2017-10-30T00:00:00.000,2017-10-30T10:00:00Z,2017-11-15T10:00:00Z,2017/11/03_10:27:24,0,1,0,6.995099912000057,44.312459604000026,7.107448850000026,44.37839018400007,7.051274381000041,44.34542489400005,0.00012305469660457,-9.272936708867e-05,711,913,7168,Italy,D,Dfb
EMSR254,AOI01,optimal,dataOptimal/EMSR254/AOI01/EMSR254_AOI01_01,2017-11-06T00:00:00.000,2017-10-15T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-6.937,42.495,-6.845,42.551,-6.891,42.523,0.00012432432432433,-8.736349453979e-05,641,740,40842,Spain,C,Csb
EMSR254,AOI01,colomba,dataColomba/EMSR254/AOI01/EMSR254_AOI01_01,2017-11-06T00:00:00.000,2017-10-21T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-6.937,42.495,-6.845,42.551,-6.891,42.523,0.00012432432432433,-8.736349453979e-05,641,740,40842,Spain,C,Csb
EMSR254,AOI02,optimal,dataOptimal/EMSR254/AOI02/EMSR254_AOI02_01,2017-11-06T00:00:00.000,2017-10-15T10:00:00Z,2017-10-23T10:00:00Z,2017/10/22_11:28:02,1,1,0,-6.682861253665688,42.30603110337243,-6.618062243401758,42.364968896627566,-6.650461748533724,42.3355,0.00012557947725568,-8.809834567284e-05,669,516,124282,Spain,C,Csb
EMSR254,AOI02,colomba,dataColomba/EMSR254/AOI02/EMSR254_AOI02_01,2017-11-06T00:00:00.000,2017-11-05T10:00:00Z,2017-11-07T10:00:00Z,2017/11/06_11:22:32,1,1,0,-6.717840509343216,42.29223413660364,-6.575910163810198,42.37922370322065,-6.6468753365767075,42.33572891991214,0.00012417353065006,-8.716389440583e-05,998,1143,126960,Spain,D,Dsb
EMSR254,AOI03,optimal,dataOptimal/EMSR254/AOI03/EMSR254_AOI03_01,2017-11-06T00:00:00.000,2017-11-01T10:00:00Z,2017-11-07T10:00:00Z,2017/11/06_11:22:32,1,1,0,-6.552225564999967,41.221565707000074,-6.46270270799993,41.284456158000076,-6.507464136499948,41.253010932500075,0.00012263405068498,-8.734784861111e-05,720,730,49555,Spain,C,Csa
